record_id,title,doi,url,year,venue,source_db,abstract
41,The role of agentic AI in shaping a smart future A systematic review,10.1016/j.array.2025.100399,https://openalex.org/W4410197190,2025,Array,openalex,"Artificial intelligence (AI), particularly Agentic AI, is increasingly critical for addressing the demand for speed, efficiency, and customer focus in modern organizations. However, the rapid evolution of Agentic AI, including Generative AI (GenAI) agents, has outpaced a cohesive understanding of its applications, challenges, and strategic implications. This narrative review explores the role of Agentic AI in shaping an intelligent future, focusing on its key attributes—autonomy, reactivity, proactivity, and learning ability—and its potential to transform organizational performance. We identify a research gap in synthesizing the diverse capabilities of Agentic AI (e.g., multimodal processing, hierarchical architectures, and machine learning outsourcing) and providing actionable strategies for adoption. The paper examines how Agentic AI enables autonomous decision-making, automates processes, and enhances efficiency through tools like LangChain, CrewAI, AutoGen, and AutoGPT. It highlights the transition from assisted (""Copilot"") to autonomous (""Autopilot"") models and the importance of hierarchical agent structures for system coordination. Key contributions include a framework for organizations to formulate GenAI strategies, addressing business needs, tool selection, human resource training, and risk management. Findings reveal that Agentic AI significantly improves productivity, reduces costs, and drives innovation, though challenges such as privacy, security, and ethical concerns remain. Future research should focus on industry-specific case studies to deepen understanding, explore the ethical and social impacts (e.g., privacy, data security, labor market effects), and investigate the integration of Agentic AI with emerging technologies like quantum computing. This review provides a foundation for researchers and practitioners to leverage Agentic AI effectively while addressing its limitations and opportunities."
42,Trends in lipid-modifying agent use in 83 countries,10.1016/j.atherosclerosis.2021.05.016,https://openalex.org/W3166824932,2021,Atherosclerosis,openalex,"BACKGROUND AND AIMS: Lipid-modifying agents (LMAs) are increasingly used to reduce lipid levels and prevent cardiovascular events but the magnitude of their consumption in different world regions is unknown. We aimed to describe recent global trends in LMA consumption and to explore the relationship between country-level LMA consumption and cholesterol concentrations. METHODS: This cross-sectional and ecological study used monthly pharmaceutical sales data from January 2008 to December 2018 for 83 countries from the IQVIA Multinational Integrated Data Analysis System and total and non-high-density lipoprotein (non-HDL) cholesterol concentrations from the NCD Risk Factor Collaboration. Compound annual growth rate (CAGR) was used to assess changes in LMA consumption over time. RESULTS: From 2008 to 2018, use of LMAs increased from 7468 to 11,197 standard units per 1000 inhabitants per year (CAGR 4.13%). An estimated 173 million people used LMAs in 2018. Statins were the most used class of LMA and their market share increased in 75% of countries between 2008 and 2018. From 2013 to 2018, consumption of low-density lipoprotein lowering therapies increased (statins 3.99%; ezetimibe 4.01%; proprotein convertase subtilisin/kexin type 9 (PCSK9) inhibitors 104.47%). Limited evidence supports a clear relationship between country-level changes in LMA consumption and mean total and non-HDL cholesterol concentrations in 2008 versus 2018. CONCLUSIONS: Since 2008, global access to LMAs, especially statins, has improved. In line with international lipid guideline recommendations, recent trends indicate growth in the use of statins, ezetimibe, and PCSK9 inhibitors. Country-level patterns of LMA use and total and non-HDL cholesterol varied considerably."
43,Resilient output regulation in heterogeneous networked systems under Byzantine agents,10.1016/j.automatica.2021.109872,https://openalex.org/W3195704320,2021,Automatica,openalex,
44,Encryption–decryption-based consensus control for multi-agent systems Handling actuator faults,10.1016/j.automatica.2021.109908,https://openalex.org/W3204741771,2021,Automatica,openalex,"This paper deals with the encryption–decryption-based passive fault-tolerant consensus control problem for a class of linear multi-agent systems subject to loss-of-effectiveness and additive actuator faults. Both the secure communication and fault tolerance issues are investigated, and their impacts on the consensus are examined. To ensure the communication security, two encryption–decryption-based fault-tolerant consensus control schemes are proposed, with which the original state of the local agent is first encrypted into a series of codewords and then decrypted by other agents to realize data privacy preserving. The necessary and sufficient condition is established for the addressed consensus problem under the adopted controller structure. A series of numerical examples are given to verify the effectiveness of the developed consensus control strategy."
45,Trichoderma as biocontrol agent against pests New uses for a mycoparasite,10.1016/j.biocontrol.2021.104634,https://openalex.org/W3158345945,2021,Biological Control,openalex,"Insects are the main pest in agricultural systems, causing significant losses in crop productivity and storage. During the last decades the control of pest insects has been carried out through the uncontrolled and massive use of chemical insecticides, very harmful to the environment and health, which requires the development of new efficient and safe alternatives. Numerous fungal species have been described as entomopathogens of insect pests, as well as plant endophytic fungi. In this sense, Trichoderma is a genus of filamentous fungi widely studied and used as a biocontrol agent in agriculture on pathogenic fungi due to its ability to parasitize them (mycoparasitism), among other mechanisms of action. In recent years, the possibility of using Trichoderma as a biocontrol agent for insect pest has been considered, both directly and indirectly. The studies carried out to date have reported that Trichoderma is capable of controlling insect pest directly through parasitism and the production of insecticidal secondary metabolites, antifeedant compounds and repellent metabolites. And indirectly through the activation of systemic plant defensive responses, the attraction of natural enemies or the parasitism of insect-symbiotic microorganisms. Therefore, the use of Trichoderma in agriculture is not only effective against plant pathogens, but also against insect pests, representing a future alternative in the development of sustainable agriculture."
46,Exploring the plant-derived bioactive substances as antidiabetic agent An extensive review,10.1016/j.biopha.2022.113217,https://openalex.org/W4281780639,2022,Biomedicine & Pharmacotherapy,openalex,"Diabetes mellitus (DM) is a metabolic syndrome. Diabetes has become more common in recent years. Chemically generated drugs are used to lessen the effects of DM and its following repercussions due to unpleasant side effects such as weight gain, gastrointestinal issues, and heart failure. On the other hand, medicinal plants could be a good source of anti-diabetic medications. This article aims to determine any plant matrix's positive potential. Food restriction, physical activity, and the use of antidiabetic plant-derived chemicals are all being promoted as effective ways to manage diabetes because they are less expensive and have fewer or no side effects. This review focuses on antidiabetic plants, along with their bioactive constituent, chemically characterization, and plant-based diets for diabetes management. There is minimal scientific data about the mechanism of action of the plant-based product has been found. The purpose of this article is to highlight anti-diabetic plants and plant-derived bioactive compounds that have anti-diabetic properties. It also provides researchers with data that may be used to build future strategies, such as identifying promising bioactive molecules to make diabetes management easier."
47,"Molecular engineered optical probes for chemical warfare agents and their mimics Advances, challenges and perspectives",10.1016/j.ccr.2022.214527,https://openalex.org/W4226127715,2022,Coordination Chemistry Reviews,openalex,
48,Improving multi-target cooperative tracking guidance for UAV swarms using multi-agent reinforcement learning,10.1016/j.cja.2021.09.008,https://openalex.org/W3209575760,2021,Chinese Journal of Aeronautics,openalex,"Multi-Target Tracking Guidance (MTTG) in unknown environments has great potential values in applications for Unmanned Aerial Vehicle (UAV) swarms. Although Multi-Agent Deep Reinforcement Learning (MADRL) is a promising technique for learning cooperation, most of the existing methods cannot scale well to decentralized UAV swarms due to their computational complexity or global information requirement. This paper proposes a decentralized MADRL method using the maximum reciprocal reward to learn cooperative tracking policies for UAV swarms. This method reshapes each UAV's reward with a regularization term that is defined as the dot product of the reward vector of all neighbor UAVs and the corresponding dependency vector between the UAV and the neighbors. And the dependence between UAVs can be directly captured by the Pointwise Mutual Information (PMI) neural network without complicated aggregation statistics. Then, the experience sharing Reciprocal Reward Multi-Agent Actor-Critic (MAAC-R) algorithm is proposed to learn the cooperative sharing policy for all homogeneous UAVs. Experiments demonstrate that the proposed algorithm can improve the UAVs’ cooperation more effectively than the baseline algorithms, and can stimulate a rich form of cooperative tracking behaviors of UAV swarms. Besides, the learned policy can better scale to other scenarios with more UAVs and targets."
51,A survey on intelligent agents and multi-agents for irrigation scheduling,10.1016/j.compag.2020.105474,https://openalex.org/W3045254687,2020,Computers and Electronics in Agriculture,openalex,
53,ENIGMA An explainable digital twin security solution for cyber–physical systems,10.1016/j.compind.2023.103961,https://openalex.org/W4380982224,2023,Computers in Industry,openalex,"Digital Twins (DTs), being the virtual replicas of their physical counterparts, share valuable knowledge of the underlying physical processes and act as data acquisition and dissemination sources to Cyber–Physical System (CPS). Moreover, without obstructing the ongoing operations, DTs also provide an assessment platform for evaluating the operational behavior and security of the CPS. Therefore, they become a potential source of data breaches and a broad attack surface for attackers to launch covert attacks. To detect and mitigate security loopholes in DTs, one of the potential solutions is to leverage a gamification approach that can assess the security level of DTs while providing security analysts with a controlled and supportive virtual training environment. Artificial Intelligence/Machine Learning (AI/ML)-based approaches can complement the idea of security orchestration and automation in the gamification approach. However, AI/ML-based DTs security solutions are generally constrained by the lack of transparency of AI operations, which results in less confidence in the decisions made by the AI models. To address the explainable security challenges of DTs, this article proposes a gamification approach called sEcuriNg dIgital twins through GaMification Approach (ENIGMA). While leveraging DTs as an offensive security platform, ENIGMA provides gaming scenarios to assess DTs’ security and train security analysts. The game players within ENIGMA are humans (the attacker team) and AI agents (the defender team). Furthermore, ENIGMA is supported by an eXplainable AI (XAI)-based DT security assessment model that explains the decisions made based on the SHAP values by the AI model on attack vectors for the defender team, i.e., the AI agent. The SHAP values illustrate the contribution of different features towards predicting the outcome of attack vectors. This explanation can help security analysts to take security measures based on reasoned and trustworthy decisions. Finally, experimental validation has been carried out to demonstrate the viability of ENIGMA."
54,Security-preserving multi-agent coordination for complex temporal logic tasks,10.1016/j.conengprac.2022.105130,https://openalex.org/W4221021751,2022,Control Engineering Practice,openalex,
56,Theoretical evaluation of the hydrolysis of conventional nerve agents and novichok agents,10.1016/j.cplett.2021.139116,https://openalex.org/W3206765800,2021,Chemical Physics Letters,openalex,
57,Improving the effectiveness of agricultural extension services in supporting farmers to adapt to climate change Insights from northeastern Ghana,10.1016/j.crm.2021.100304,https://openalex.org/W3145653601,2021,Climate Risk Management,openalex,"The importance of extension services in helping smallholder farmers to address the many challenges of agricultural production cannot be over-emphasized. However, relatively few studies have been conducted that investigate how the capacities of agricultural extension agents can be built to more effectively assist smallholder farmers in managing climate risks and impacts. As climate change is a key threat to smallholder food production, addressing this issue is increasingly important. This paper aims to identify how agricultural extension agents in Ghana can better support smallholder farmers in navigating and addressing the effects of climate change on food production. It asks: (i) what are the sources of information used by agricultural extension agents in Ghana’s Upper East region? (ii) what are the capacity building needs of agricultural extension agents for effective communication of climate information for building resilient agricultural systems? (iii) what are the key barriers to successful extension outcomes for climate change adaptation? The paper uses a mixed methods approach including three regional stakeholder workshops, expert interviews and surveys with 32 agricultural extension agents in northeastern Ghana. Results addressing question (i) indicated that radios and television are the dominant sources of climate information for agricultural extension agents in the Upper East region. Findings targeting question (ii) identified capacity building needs such as developing extension agents’ technical skills, improving communication skills, improving knowledge and use of climate smart agricultural interventions such as soil moisture conservation methods, and training on information communication technologies (ICT) to deliver extension advice on climate change. Other needs included developing skills in field demonstration and project monitoring and evaluation. Addressing question (iii), key barriers confronted by agricultural extension agents in the delivery of extension on climate change included lack of transportation facilities for extension agents, lack of appropriate extension materials, high agricultural extension agent to farmer ratios, and inadequate funds to implement adaptation practices. Wider barriers reducing the effectiveness of extension efforts included farmer resistance to change and complex land tenure arrangements that do not allow investment. Periodic workshops should be organised for agricultural extension agents on the use of ICT to deliver extension services, whilst encouraging the use of audio-visuals in extension delivery. These efforts should be supported by regular assessments of extension agents’ capacity building needs."
61,A multi-agent game based joint planning approach for electricity-gas integrated energy systems considering wind power uncertainty,10.1016/j.epsr.2021.107673,https://openalex.org/W3215997394,2021,Electric Power Systems Research,openalex,
62,Economic forecasting with an agent-based model,10.1016/j.euroecorev.2022.104306,https://openalex.org/W4306386204,2022,European Economic Review,openalex,"We develop the first agent-based model (ABM) that can compete with benchmark VAR and DSGE models in out-of-sample forecasting of macro variables. Our ABM for a small open economy uses micro and macro data from national accounts, sector accounts, input–output tables, government statistics, and census and business demography data. The model incorporates all economic activities as classified by the European System of Accounts (ESA 2010) and includes all economic sectors populated with millions of heterogeneous agents. In addition to being a competitive model framework for forecasts of aggregate variables, the detailed structure of the ABM allows for a breakdown into sector-level forecasts. Using this detailed structure, we demonstrate the ABM by forecasting the medium-run macroeconomic effects of lockdown measures taken in Austria to combat the COVID-19 pandemic. Potential applications of the model include stress-testing and predicting the effects of monetary or fiscal macroeconomic policies."
64,Chatlaw A Multi-Agent Legal Assistant based on a Role-Aligned Mixture-of-Experts Architecture,10.1016/j.fmre.2026.03.026,https://openalex.org/W4382618722,2026,Fundamental Research,openalex,"Artificial Intelligence (AI) holds great potential in legal services, yet Large Language Models (LLMs) face two major challenges: limited knowledge of the Chinese legal system and vulnerability to hallucinations. To address these issues, we present Chatlaw, a multi-agent legal assistant. Chatlaw’s framework is designed to emulate the Standard Operating Procedures (SOP) of real law firms, where different roles (e.g., assistant, researcher, senior lawyer) collaborate on a case. To computationally mirror this collaborative structure, we developed a novel Role-Aligned Mixture-of-Experts (RA-MoE) architecture. In this system, the internal ""experts"" are specifically trained to align with the distinct tasks of each agent role (e.g., inquiry, analysis, drafting). These specialized agents (Legal Assistant, Researcher, etc.) then form the collaborative framework. When they interact with users, retrieve legal knowledge, analyze case details, or generate reliable consultations, the RA-MoE architecture intelligently routes their computations to the corresponding dedicated expert, ensuring each step is handled by the most qualified parameters. In evaluations, Chatlaw surpasses general-purpose AI models, including GPT-4, achieving a 7.73% improvement in accuracy on the LawBench benchmark and an 11-point higher score on the Unified Qualification Exam for Legal Professionals. Real-case studies and expert assessments further confirm its robustness. Chatlaw enhances the accessibility and reliability of legal services, advancing the provision of legal support to the public. Chatlaw is an advanced AI legal assistant that improves the accuracy and reliability of legal services. It integrates a high-quality legal dataset, a Role-Aligned Mixture-of-Experts (RA-MoE) architecture, and a multi-agent system to provide precise, case-specific legal advice. By emulating real law firm workflows, it reduces errors and outperforms general AI models like GPT-4, achieving better results in legal benchmarks and real-world evaluations. Chatlaw makes legal services more accessible, marking a significant step forward in AI for law."
65,Impact of climate smart agriculture on food security An agent-based analysis,10.1016/j.foodpol.2022.102304,https://openalex.org/W4283701927,2022,Food Policy,openalex,
66,Federated intelligence of anomaly detection agent in IoTMD-enabled Diabetes Management Control System,10.1016/j.future.2021.10.023,https://openalex.org/W3211335652,2021,Future Generation Computer Systems,openalex,
67,"Advances in drug delivery systems, challenges and future directions",10.1016/j.heliyon.2023.e17488,https://openalex.org/W4381847987,2023,Heliyon,openalex,"Advances in molecular pharmacology and an improved understanding of the mechanism of most diseases have created the need to specifically target the cells involved in the initiation and progression of diseases. This is especially true for most life-threatening diseases requiring therapeutic agents which have numerous side effects, thus requiring accurate tissue targeting to minimize systemic exposure. Recent drug delivery systems (DDS) are formulated using advanced technology to accelerate systemic drug delivery to the specific target site, maximizing therapeutic efficacy and minimizing off-target accumulation in the body. As a result, they play an important role in disease management and treatment. Recent DDS offer greater advantages when compared to conventional drug delivery systems due to their enhanced performance, automation, precision, and efficacy. They are made of nanomaterials or miniaturized devices with multifunctional components that are biocompatible, biodegradable, and have high viscoelasticity with an extended circulating half-life. This review, therefore, provides a comprehensive insight into the history and technological advancement of drug delivery systems. It updates the most recent drug delivery systems, their therapeutic applications, challenges associated with their use, and future directions for improved performance and use."
68,Modeling adoption of intelligent agents in medical imaging,10.1016/j.ijhcs.2022.102922,https://openalex.org/W4294051415,2022,International Journal of Human-Computer Studies,openalex,
69,Discovery and development of safe-in-man broad-spectrum antiviral agents,10.1016/j.ijid.2020.02.018,https://openalex.org/W2980655992,2020,International Journal of Infectious Diseases,openalex,"Viral diseases are one of the leading causes of morbidity and mortality in the world. Virus-specific vaccines and antiviral drugs are the most powerful tools to combat viral diseases. However, broad-spectrum antiviral agents (BSAAs, i.e. compounds targeting viruses belonging to two or more viral families) could provide additional protection of the general population from emerging and re-emerging viral diseases, reinforcing the arsenal of available antiviral options. Here, we review discovery and development of BSAAs and summarize the information on 120 safe-in-man agents in a freely accessible database (https://drugvirus.info/). Future and ongoing pre-clinical and clinical studies will increase the number of BSAAs, expand the spectrum of their indications, and identify drug combinations for treatment of emerging and re-emerging viral infections as well as co-infections."
71,"AI Agents vs. Agentic AI A Conceptual taxonomy, applications and challenges",10.1016/j.inffus.2025.103599,https://openalex.org/W4413427262,2025,Information Fusion,openalex,"Information fusion, in the context of the Generative AI era, must distinguish AI Agents from Agentic AI. This review critically distinguishes between AI Agents and Agentic AI, offering a structured, conceptual taxonomy, application mapping, and analysis of opportunities and challenges to clarify their divergent design philosophies and capabilities. We begin by outlining the search strategy and foundational definitions, characterizing AI Agents as modular systems driven and enabled by LLMs and LIMs for task-specific automation. Generative AI is positioned as a precursor providing the foundation, with AI agents advancing through tool integration, prompt engineering, and reasoning enhancements. We then characterize Agentic AI systems, which, in contrast to AI Agents, represent a paradigm shift marked by multi-agent collaboration, dynamic task decomposition, persistent memory, and coordinated autonomy. Through a chronological evaluation of architectural evolution, operational mechanisms, interaction styles, and autonomy levels, we present a comparative analysis across both AI agents and agentic AI paradigms. Application domains enabled by AI Agents such as customer support, scheduling, and data summarization are then contrasted with Agentic AI deployments in research automation, robotic coordination, and medical decision support. We further examine unique challenges in each paradigm including hallucination, brittleness, emergent behavior, and coordination failure, and propose targeted solutions such as ReAct loops, retrieval-augmented generation (RAG), automation coordination layers, and causal modeling. This work aims to provide a roadmap for developing robust, scalable, and explainable AI-driven systems."
72,Distributed adaptive security consensus control for a class of multi-agent systems under network decay and intermittent attacks,10.1016/j.ins.2020.08.013,https://openalex.org/W3062423783,2020,Information Sciences,openalex,
73,Cooperative control for cyber–physical multi-agent networked control systems with unknown false data-injection and replay cyber-attacks,10.1016/j.isatra.2020.10.002,https://openalex.org/W3092049558,2020,ISA Transactions,openalex,
75,A global perspective of entomopathogens as microbial biocontrol agents of insect pests,10.1016/j.jafr.2022.100376,https://openalex.org/W4293767118,2022,Journal of Agriculture and Food Research,openalex,"The growing global population has created a significant demand for both quality and quantity of agricultural products, resulting in a significant increase in the use of agrochemicals such as chemical pesticides to counter insect pests. Consumers, on the other hand, have grown increasingly concerned in recent years about the adverse effects of chemical insecticides on human health and the environment. As a result, researchers worldwide have been compelled to conduct research into alternative crop protection solutions. Biological control through entomopathogens has gained prominence among these alternatives, and several microbial biocontrol agents, including baculoviruses, Bacillus , Beauveria , Steinernema , and Heterorhabditis species, have been tested. Microbial biopesticide products are currently being used to combat specific insects that harm crops. The modes of action of entomopathogens, their advantages and constraints are discussed. An overview of processes for their development are highlighted with examples, as well as the issues that impede their development. Finally, special attention was paid to the gaps identified in this sector and the factors limiting their application particularly with respect to market potential. The future potential of entomopathogens may be affected by changing agricultural systems."
76,The complexity of the intangible digital economy an agent-based model,10.1016/j.jbusres.2020.03.041,https://openalex.org/W2990445980,2020,Journal of Business Research,openalex,"During the last decades, we have witnessed a strong development of intangible digital technologies. Software, artificial intelligence and algorithms are increasingly affecting both production systems and our lives; economists have started to figure out the long-run complex economic implications of this new technological wave. In this paper, we address this question through the agent-based modelling approach. In particular, we enrich the macroeconomic model Eurace with the concept of intangible digital technology and investigate its effects both at the micro and macro level. Results show the emergence of the relevant stylized facts observed in the business domain, such as increasing returns, winner-take-most phenomena and market lock-in. At the macro level, our main finding is an increasing unemployment level, since the sizeable decrease of the employment rate in the mass-production system, provided by the higher productivity of digital assets, is usually not counterbalanced by the new jobs created in the digital sector."
